용도코드,용도명,차종코드,차종명,규모코드,규모명,연도코드,연도,연식구간코드,연식구간명,지표코드,지표명,값
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,1.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,0.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,3.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,0.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,184.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,42.93
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0003,승합차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,762062.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,19.78
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,83728.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,10.4
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,28513.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,18.47
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,58667.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,18.9
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,125482.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,18.62
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,166976.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,19.37
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,137998.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,22.98
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,160698.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,23.82
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0003,승합차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,93169.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,18.5
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,26977.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,6.83
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,8251.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,12.35
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,16285.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,24.34
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,22503.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,26.75
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,9042.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,29.81
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,4548.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,18.38
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,5563.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,15.39
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0003,승합차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,3538784.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,26.95
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,930400.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0020,4년 이하,M0011,부적합률,14.53
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0030,5~6년,M0010,검사대수,256362.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0030,5~6년,M0011,부적합률,23.36
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0040,7~8년,M0010,검사대수,497177.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0040,7~8년,M0011,부적합률,27.68
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0050,9~10년,M0010,검사대수,459284.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0050,9~10년,M0011,부적합률,29.81
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0060,11~12년,M0010,검사대수,392351.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0060,11~12년,M0011,부적합률,33.62
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0070,13~14년,M0010,검사대수,327217.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0070,13~14년,M0011,부적합률,36.37
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0080,15년 이상,M0010,검사대수,675992.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0080,15년 이상,M0011,부적합률,34.47
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0090,기타,M0010,검사대수,1.0
0001,전체,0004,화물차,0001,합계,Y2024 2024,,0090,기타,M0011,부적합률,100.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,54756.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,27.65
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0020,4년 이하,M0010,검사대수,12206.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0020,4년 이하,M0011,부적합률,22.16
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0030,5~6년,M0010,검사대수,5030.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0030,5~6년,M0011,부적합률,26.96
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0040,7~8년,M0010,검사대수,10200.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0040,7~8년,M0011,부적합률,25.69
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0050,9~10년,M0010,검사대수,9804.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0050,9~10년,M0011,부적합률,28.36
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0060,11~12년,M0010,검사대수,8209.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0060,11~12년,M0011,부적합률,32.37
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0070,13~14년,M0010,검사대수,4121.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0070,13~14년,M0011,부적합률,33.51
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0080,15년 이상,M0010,검사대수,5186.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0080,15년 이상,M0011,부적합률,31.6
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0004,화물차,0002,경형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0010,합계,M0010,검사대수,2460533.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0010,합계,M0011,부적합률,27.25
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0020,4년 이하,M0010,검사대수,765650.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0020,4년 이하,M0011,부적합률,13.36
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0030,5~6년,M0010,검사대수,195870.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0030,5~6년,M0011,부적합률,23.11
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0040,7~8년,M0010,검사대수,362475.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0040,7~8년,M0011,부적합률,28.96
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0050,9~10년,M0010,검사대수,335651.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0050,9~10년,M0011,부적합률,31.19
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,279589.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,35.84
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,219506.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,40.1
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,301791.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,41.47
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,1.0
0001,전체,0004,화물차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,100.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,511681.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,27.69
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,68837.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,22.67
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,28877.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,26.31
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,56885.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,26.24
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,55090.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,26.61
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,51057.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,28.41
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,42817.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,28.68
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,208118.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,29.85
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0004,화물차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,511814.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,24.64
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,83707.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,17.4
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,26585.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,21.3
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,67617.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,22.35
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,58739.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,25.17
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,53496.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,27.23
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,60773.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,28.48
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,160897.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,27.41
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0004,화물차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,187381.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,19.17
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,47235.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0020,4년 이하,M0011,부적합률,12.72
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0030,5~6년,M0010,검사대수,16854.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0030,5~6년,M0011,부적합률,17.03
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0040,7~8년,M0010,검사대수,33420.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0040,7~8년,M0011,부적합률,18.66
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0050,9~10년,M0010,검사대수,27689.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0050,9~10년,M0011,부적합률,20.41
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0060,11~12년,M0010,검사대수,19780.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0060,11~12년,M0011,부적합률,22.21
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0070,13~14년,M0010,검사대수,16689.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0070,13~14년,M0011,부적합률,24.77
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0080,15년 이상,M0010,검사대수,25714.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0080,15년 이상,M0011,부적합률,25.77
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0005,특수차,0001,합계,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,148.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,26.35
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0020,4년 이하,M0010,검사대수,19.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0020,4년 이하,M0011,부적합률,21.05
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0030,5~6년,M0010,검사대수,8.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0030,5~6년,M0011,부적합률,50.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0040,7~8년,M0010,검사대수,42.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0040,7~8년,M0011,부적합률,19.05
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0050,9~10년,M0010,검사대수,20.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0050,9~10년,M0011,부적합률,45.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0060,11~12년,M0010,검사대수,32.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0060,11~12년,M0011,부적합률,18.75
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0070,13~14년,M0010,검사대수,14.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0070,13~14년,M0011,부적합률,28.57
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0080,15년 이상,M0010,검사대수,13.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0080,15년 이상,M0011,부적합률,30.77
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0005,특수차,0002,경형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0010,합계,M0010,검사대수,86070.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0010,합계,M0011,부적합률,18.09
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0020,4년 이하,M0010,검사대수,27327.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0020,4년 이하,M0011,부적합률,12.7
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0030,5~6년,M0010,검사대수,10123.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0030,5~6년,M0011,부적합률,16.98
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0040,7~8년,M0010,검사대수,16730.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0040,7~8년,M0011,부적합률,19.25
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0050,9~10년,M0010,검사대수,12654.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0050,9~10년,M0011,부적합률,20.7
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,8350.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,22.69
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,6210.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,25.27
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,4676.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,23.01
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0005,특수차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,29866.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,20.69
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,6768.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,15.94
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,2190.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,20.09
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,6103.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,21.17
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,4777.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,22.67
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,2310.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,22.21
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,2070.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,24.83
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,5648.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,22.26
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0005,특수차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,71297.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,19.82
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,13121.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,11.1
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,4533.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,15.62
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,10545.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,16.27
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,10238.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,18.93
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,9088.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,21.78
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,8395.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,24.38
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,15377.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,27.89
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0001,전체,0005,특수차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0001,합계,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,11926924.0
0002,비사업용,0001,합계,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,22.15
0002,비사업용,0001,합계,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,2271348.0
